country,year,value
Portugal,1993,1
Portugal,2008,99
Portugal,2009,46
Portugal,2011,0
Portugal,2012,0
Portugal,2014,18
Qatar,1993,40
Qatar,1999,9
Qatar,2006,6
Romania,1971,6
Romania,1972,9
Romania,1973,9
Romania,1974,1
Romania,1978,27
Romania,1979,44
Romania,1980,48
Romania,1981,30
Romania,1982,91
Romania,1983,101
Romania,1984,173
Romania,1985,99
Romania,1986,28
Romania,1987,35
Romania,1988,52
Romania,1989,25
Romania,1990,7
Romania,1991,5
Romania,1992,14
Romania,1993,16
Romania,1994,29
Romania,1995,9
Romania,1996,4
Romania,1997,11
Romania,1998,2
Romania,1999,19
Romania,2000,3
Romania,2003,24
Romania,2005,3
Romania,2006,8
Romania,2007,32
Romania,2009,2
Romania,2010,1
Romania,2011,0
Romania,2012,108
Romania,2013,108
Romania,2014,2
Russia,1992,2613
Russia,1993,3442
Russia,1994,1521
Russia,1995,3900
Russia,1996,3539
Russia,1997,3353
Russia,1998,2046
Russia,1999,4264
Russia,2000,4546
Russia,2001,5427
Russia,2002,5635
Russia,2003,5307
Russia,2004,6250
Russia,2005,5227
Russia,2006,5113
Russia,2007,5561
Russia,2008,6264
Russia,2009,5102
Russia,2010,5993
Russia,2011,8556
Russia,2012,8402
Russia,2013,8462
Russia,2014,5971
Saudi Arabia,1955,0
Saudi Arabia,1967,4
Saudi Arabia,1968,3
Saudi Arabia,1972,2
Saudi Arabia,1976,1
Saudi Arabia,1977,13
Saudi Arabia,1981,33
Saudi Arabia,1984,3
Saudi Arabia,1985,9
Saudi Arabia,1993,14
Saudi Arabia,1996,1
Saudi Arabia,2006,18
Saudi Arabia,2010,1
Saudi Arabia,2011,62
Senegal,1976,3
Serbia,1996,20
Serbia,1997,5
Serbia,2001,11
Serbia,2006,5
Serbia,2007,5
Serbia,2008,45
Serbia,2009,1
Serbia,2010,31
Serbia,2011,4
Serbia,2012,11
Serbia,2013,29
Serbia,2014,29
Seychelles,1995,1
Singapore,1971,2
Singapore,1975,17
Singapore,1978,30
Singapore,1979,72
Singapore,1981,15
Singapore,1983,25
Singapore,1984,93
Singapore,1987,81
Singapore,1988,25
Singapore,1989,87
Singapore,1990,44
Singapore,1991,3
Singapore,1992,3
Singapore,1993,11
Singapore,1994,30
Singapore,1996,0
Singapore,1997,46
Singapore,1998,23
Singapore,1999,11
Singapore,2000,11
Singapore,2002,4
Singapore,2004,66
Singapore,2005,3
Singapore,2009,31
Singapore,2010,24
Singapore,2011,13
Singapore,2012,76
Singapore,2013,1
Singapore,2014,2
Slovakia,1993,173
Slovakia,1994,35
Slovakia,1995,97
Slovakia,1996,60
Slovakia,1997,55
Slovakia,1998,10
Slovakia,1999,125
Slovakia,2000,37
Slovakia,2001,53
Slovakia,2002,31
Slovakia,2004,46
Slovakia,2006,7
Slovakia,2007,22
Slovakia,2008,8
Slovakia,2012,4
South Africa,1959,8
South Africa,1960,27
South Africa,1961,33
South Africa,1967,4
South Africa,1968,6
South Africa,1970,3
South Africa,1971,5
South Africa,1972,12
South Africa,1973,1
South Africa,1974,2
South Africa,1975,18
South Africa,1976,16
South Africa,1977,0
South Africa,1980,39
South Africa,1981,39
South Africa,1982,1
South Africa,1985,50
South Africa,1986,50
South Africa,1987,53
South Africa,1988,50
South Africa,1989,0
South Africa,1991,54
South Africa,1992,75
South Africa,1993,54
South Africa,1994,11
South Africa,1995,17
South Africa,1996,31
South Africa,1997,7
South Africa,1998,24
South Africa,1999,27
South Africa,2000,20
South Africa,2001,37
South Africa,2002,17
South Africa,2003,43
South Africa,2004,72
South Africa,2005,30
South Africa,2006,184
South Africa,2007,126
South Africa,2008,139
South Africa,2009,103
South Africa,2010,235
South Africa,2011,71
South Africa,2012,181
South Africa,2013,95
South Africa,2014,59
South Korea,1972,141
South Korea,1979,105
South Korea,1980,105
South Korea,1981,130
South Korea,1982,65
South Korea,1984,126
South Korea,1985,33
South Korea,1986,78
South Korea,1988,51
South Korea,1989,48
South Korea,1990,72
South Korea,1991,118
South Korea,1993,60
South Korea,1994,7
South Korea,1995,27
South Korea,1996,64
South Korea,1997,60
South Korea,1998,72
South Korea,2000,10
South Korea,2001,228
South Korea,2003,96
South Korea,2004,73
South Korea,2005,108
South Korea,2006,158
South Korea,2007,279
South Korea,2008,178
South Korea,2009,269
South Korea,2010,197
South Korea,2011,331
South Korea,2012,218
South Korea,2013,235
South Korea,2014,153
South Vietnam,1970,4
South Yemen,1975,6
South Yemen,1986,51
Soviet Union,1950,3884
Soviet Union,1951,3743
Soviet Union,1952,6295
Soviet Union,1953,8297
Soviet Union,1954,8909
Soviet Union,1955,5945
Soviet Union,1956,6495
Soviet Union,1957,6607
Soviet Union,1958,8232
Soviet Union,1959,8054
Soviet Union,1960,6507
Soviet Union,1961,6218
Soviet Union,1962,7994
Soviet Union,1963,7253
Soviet Union,1964,9068
Soviet Union,1965,8727
Soviet Union,1966,10405
Soviet Union,1967,11491
Soviet Union,1968,11037
Soviet Union,1969,10303
Soviet Union,1970,10694
Soviet Union,1971,11564
Soviet Union,1972,13427
Soviet Union,1973,14608
Soviet Union,1974,14541
Soviet Union,1975,11207
Soviet Union,1976,9485
Soviet Union,1977,15277
Soviet Union,1978,17871
Soviet Union,1979,17044
Soviet Union,1980,17778
Soviet Union,1981,16526
Soviet Union,1982,16076
Soviet Union,1983,14520
Soviet Union,1984,13909
Soviet Union,1985,14786
Soviet Union,1986,14665
Soviet Union,1987,13624
Soviet Union,1988,12752
Soviet Union,1989,12262
Soviet Union,1990,9734
Soviet Union,1991,5646
Spain,1960,2
Spain,1961,8
Spain,1962,10
Spain,1963,10
Spain,1964,12
Spain,1965,26
Spain,1966,26
Spain,1967,12
Spain,1968,12
Spain,1969,10
Spain,1970,70
Spain,1971,140
Spain,1972,4
Spain,1973,4
Spain,1974,84
Spain,1975,267
Spain,1976,46
Spain,1977,25
Spain,1978,38
Spain,1979,18
Spain,1980,10
Spain,1981,130
Spain,1982,251
Spain,1983,357
Spain,1984,252
Spain,1985,85
Spain,1986,177
Spain,1987,148
Spain,1988,141
Spain,1989,174
Spain,1990,108
Spain,1991,100
Spain,1992,65
Spain,1993,98
Spain,1994,237
Spain,1995,82
Spain,1996,105
Spain,1997,625
Spain,1998,170
Spain,1999,43
Spain,2000,46
Spain,2001,8
Spain,2002,16
Spain,2003,95
Spain,2004,52
Spain,2005,108
Spain,2006,840
Spain,2007,601
Spain,2008,602
Spain,2009,961
Spain,2010,277
Spain,2011,1437
Spain,2012,546
Spain,2013,733
Spain,2014,1110
Sri Lanka,1998,8
Sudan,1967,1
Sudan,1986,4
Sudan,2013,11
Sweden,1950,27
Sweden,1951,46
Sweden,1952,64
Sweden,1953,165
Sweden,1954,21
Sweden,1955,105
Sweden,1956,96
Sweden,1957,111
Sweden,1958,280
Sweden,1959,15
Sweden,1960,38
Sweden,1961,35
Sweden,1962,35
Sweden,1963,23
Sweden,1964,31
Sweden,1965,32
Sweden,1966,56
Sweden,1967,55
Sweden,1968,60
Sweden,1969,36
Sweden,1970,262
Sweden,1971,550
Sweden,1972,138
Sweden,1973,15
Sweden,1974,75
Sweden,1975,121
Sweden,1976,71
Sweden,1977,53
Sweden,1978,55
Sweden,1979,263
Sweden,1980,165
Sweden,1981,138
Sweden,1982,130
Sweden,1983,114
Sweden,1984,229
Sweden,1985,211
Sweden,1986,341
Sweden,1987,263
Sweden,1988,521
Sweden,1989,412
Sweden,1990,243
Sweden,1991,177
Sweden,1992,168
Sweden,1993,114
Sweden,1994,122
Sweden,1995,197
Sweden,1996,352
Sweden,1997,107
Sweden,1998,340
Sweden,1999,392
Sweden,2000,375
Sweden,2001,914
Sweden,2002,171
Sweden,2003,526
Sweden,2004,303
Sweden,2005,537
Sweden,2006,397
Sweden,2007,342
Sweden,2008,457
Sweden,2009,419
Sweden,2010,664
Sweden,2011,705
Sweden,2012,488
Sweden,2013,407
Sweden,2014,394
Switzerland,1959,50
Switzerland,1960,442
Switzerland,1961,500
Switzerland,1962,530
Switzerland,1963,329
Switzerland,1964,371
Switzerland,1965,484
Switzerland,1966,359
Switzerland,1967,253
Switzerland,1968,87
Switzerland,1969,104
Switzerland,1970,18
Switzerland,1971,37
Switzerland,1972,29
Switzerland,1973,19
Switzerland,1974,37
Switzerland,1975,307
Switzerland,1976,335
Switzerland,1977,279
Switzerland,1978,231
Switzerland,1979,434
Switzerland,1980,610
Switzerland,1981,639
Switzerland,1982,499
Switzerland,1983,380
Switzerland,1984,509
Switzerland,1985,353
Switzerland,1986,319
Switzerland,1987,308
Switzerland,1988,318
Switzerland,1989,261
Switzerland,1990,404
Switzerland,1991,432
Switzerland,1992,396
Switzerland,1993,184
Switzerland,1994,133
Switzerland,1995,139
Switzerland,1996,186
Switzerland,1997,118
Switzerland,1998,210
Switzerland,1999,273
Switzerland,2000,174
Switzerland,2001,206
Switzerland,2002,157
Switzerland,2003,181
Switzerland,2004,249
Switzerland,2005,247
Switzerland,2006,286
Switzerland,2007,295
Switzerland,2008,461
Switzerland,2009,227
Switzerland,2010,238
Switzerland,2011,310
Switzerland,2012,250
Switzerland,2013,193
Switzerland,2014,350
Syria,1970,14
Syria,1974,2
Syria,1975,2
Syria,1977,0
Syria,1982,178
Syria,1983,46
Syria,1984,2
Syria,1985,29
Syria,1986,31
Syria,1988,15
Syria,1992,40
Syria,1993,40
Syria,1996,0
Syria,1997,0
Syria,2006,3
Syria,2009,20
Syria,2010,20
Taiwan (ROC),1967,12
Taiwan (ROC),1972,154
Taiwan (ROC),1979,1
Taiwan (ROC),1989,42
Taiwan (ROC),1990,6
Taiwan (ROC),1996,4
Taiwan (ROC),1997,5
Taiwan (ROC),2001,6
Taiwan (ROC),2002,0
Taiwan (ROC),2009,16
Taiwan (ROC),2012,2
Thailand,2003,7
Thailand,2004,7
Thailand,2006,93
Turkey,1956,0
Turkey,1980,23
Turkey,1981,11
Turkey,1995,3
Turkey,1996,3
Turkey,1997,0
Turkey,1998,3
Turkey,1999,43
Turkey,2000,19
Turkey,2001,5
Turkey,2002,26
Turkey,2003,42
Turkey,2004,28
Turkey,2005,14
Turkey,2006,73
Turkey,2007,42
Turkey,2008,97
Turkey,2009,63
Turkey,2010,72
Turkey,2011,86
Turkey,2012,143
Turkey,2013,146
Turkey,2014,274
UAE,1974,8
UAE,1983,14
UAE,1987,1
UAE,1990,2
UAE,1995,28
UAE,1996,6
UAE,1997,32
UAE,2004,3
UAE,2005,11
UAE,2006,17
UAE,2007,3
UAE,2008,1
UAE,2009,34
UAE,2010,39
UAE,2011,3
UAE,2013,43
UAE,2014,2
Uganda,1968,0
Ukraine,1992,165
Ukraine,1993,82
Ukraine,1994,236
Ukraine,1995,167
Ukraine,1996,260
Ukraine,1997,558
Ukraine,1998,708
Ukraine,1999,731
Ukraine,2000,270
Ukraine,2001,511
Ukraine,2002,307
Ukraine,2003,295
Ukraine,2004,198
Ukraine,2005,291
Ukraine,2006,542
Ukraine,2007,623
Ukraine,2008,378
Ukraine,2009,377
Ukraine,2010,470
Ukraine,2011,534
Ukraine,2012,1450
Ukraine,2013,708
Ukraine,2014,664
United Kingdom,1950,2300
United Kingdom,1951,3218
United Kingdom,1952,3249
United Kingdom,1953,4614
United Kingdom,1954,5150
United Kingdom,1955,4770
United Kingdom,1956,6069
United Kingdom,1957,4813
United Kingdom,1958,3965
United Kingdom,1959,3417
United Kingdom,1960,2145
United Kingdom,1961,1173
United Kingdom,1962,1299
United Kingdom,1963,1132
United Kingdom,1964,1417
United Kingdom,1965,1471
United Kingdom,1966,1339
United Kingdom,1967,1939
United Kingdom,1968,1504
United Kingdom,1969,1763
United Kingdom,1970,868
United Kingdom,1971,2149
United Kingdom,1972,2494
United Kingdom,1973,2741
United Kingdom,1974,2340
United Kingdom,1975,2316
United Kingdom,1976,2446
United Kingdom,1977,2304
United Kingdom,1978,2138
United Kingdom,1979,1481
United Kingdom,1980,1687
United Kingdom,1981,2403
United Kingdom,1982,2565
United Kingdom,1983,2556
United Kingdom,1984,2565
United Kingdom,1985,2203
United Kingdom,1986,2037
United Kingdom,1987,3583
United Kingdom,1988,2538
United Kingdom,1989,3520
United Kingdom,1990,1877
United Kingdom,1991,1526
United Kingdom,1992,1195
United Kingdom,1993,1453
United Kingdom,1994,1560
United Kingdom,1995,1493
United Kingdom,1996,1677
United Kingdom,1997,2418
United Kingdom,1998,1428
United Kingdom,1999,1380
United Kingdom,2000,1638
United Kingdom,2001,1392
United Kingdom,2002,1102
United Kingdom,2003,752
United Kingdom,2004,1221
United Kingdom,2005,1069
United Kingdom,2006,995
United Kingdom,2007,984
United Kingdom,2008,990
United Kingdom,2009,1021
United Kingdom,2010,1101
United Kingdom,2011,1010
United Kingdom,2012,930
United Kingdom,2013,1484
United Kingdom,2014,1704
United Nations**,1964,0
United States,1950,1713
United States,1951,4703
United States,1952,6387
United States,1953,8859
United States,1954,6028
United States,1955,6591
United States,1956,8446
United States,1957,8564
United States,1958,9693
United States,1959,7338
United States,1960,5961
United States,1961,6376
United States,1962,5725
United States,1963,9029
United States,1964,12077
United States,1965,11054
United States,1966,8349
United States,1967,7165
United States,1968,8101
United States,1969,11334
United States,1970,8634
United States,1971,11478
United States,1972,10585
United States,1973,11839
United States,1974,12074
United States,1975,15708
United States,1976,15440
United States,1977,14537
United States,1978,14186
United States,1979,9764
United States,1980,10697
United States,1981,13451
United States,1982,13960
United States,1983,13834
United States,1984,11796
United States,1985,10689
United States,1986,11548
United States,1987,12243
United States,1988,11801
United States,1989,11342
United States,1990,10762
United States,1991,12540
United States,1992,14107
United States,1993,13836
United States,1994,11461
United States,1995,11146
United States,1996,10808
United States,1997,14518
United States,1998,15708
United States,1999,11553
United States,2000,7591
United States,2001,5682
United States,2002,4955
United States,2003,5618
United States,2004,6752
United States,2005,6758
United States,2006,7521
United States,2007,7834
United States,2008,6814
United States,2009,6822
United States,2010,8169
United States,2011,9111
United States,2012,9018
United States,2013,7384
United States,2014,10194
Unknown country,1950,23
Unknown country,1951,12
Unknown country,1955,2
Unknown country,1956,17
Unknown country,1957,17
Unknown country,1958,17
Unknown country,1959,17
Unknown country,1960,17
Unknown country,1961,19
Unknown country,1962,5
Unknown country,1963,1
Unknown country,1964,1
Unknown country,1965,2
Unknown country,1966,4
Unknown country,1967,14
Unknown country,1968,0
Unknown country,1969,0
Unknown country,1971,4
Unknown country,1972,15
Unknown country,1973,4
Unknown country,1974,7
Unknown country,1975,15
Unknown country,1976,7
Unknown country,1977,1
Unknown country,1978,12
Unknown country,1979,31
Unknown country,1980,30
Unknown country,1981,38
Unknown country,1982,21
Unknown country,1983,9
Unknown country,1984,2
Unknown country,1985,7
Unknown country,1986,87
Unknown country,1987,2
Unknown country,1988,14
Unknown country,1989,10
Unknown country,1990,10
Unknown country,1991,10
Unknown country,1992,3
Unknown country,1993,38
Unknown country,1994,53
Unknown country,1995,1
Unknown country,1996,75
Unknown country,1997,10
Unknown country,1998,3
Unknown country,1999,2
Unknown country,2000,11
Unknown country,2001,23
Unknown country,2002,21
Unknown country,2003,14
Unknown country,2004,10
Unknown country,2005,44
Unknown country,2006,3
Unknown country,2007,0
Unknown country,2008,35
Unknown country,2009,13
Unknown country,2010,28
Unknown country,2011,3
Unknown country,2012,20
Unknown country,2013,5
Unknown country,2014,30
Uruguay,1960,6
Uruguay,2000,1
Uzbekistan,2003,252
Uzbekistan,2004,126
Uzbekistan,2005,4
Uzbekistan,2009,209
Uzbekistan,2010,209
Uzbekistan,2011,209
Venezuela,1969,17
Venezuela,1975,13
Venezuela,1987,0
Venezuela,2004,1
Venezuela,2006,7
Venezuela,2008,3
Venezuela,2009,40
Viet Nam,1972,5
Viet Nam,2006,14
Yugoslavia,1956,17
Yugoslavia,1958,58
Yugoslavia,1960,6
Yugoslavia,1964,23
Yugoslavia,1965,31
Yugoslavia,1969,21
Yugoslavia,1970,3
Yugoslavia,1971,21
Yugoslavia,1973,27
Yugoslavia,1975,14
Yugoslavia,1976,41
Yugoslavia,1977,75
Yugoslavia,1978,53
Yugoslavia,1979,33
Yugoslavia,1980,101
Yugoslavia,1981,91
Yugoslavia,1982,24
Yugoslavia,1983,47
Yugoslavia,1984,71
Yugoslavia,1985,94
Yugoslavia,1986,8
Yugoslavia,1987,2
Yugoslavia,1988,16
Yugoslavia,1989,18
Yugoslavia,1990,80
Yugoslavia,1991,515
Yugoslavia,1992,32
Zambia,1990,2
Zimbabwe,1964,3
Zimbabwe,2001,4
